GO:0000016	EC:3.2.1.108	LACTASE-RXN
GO:0103023	EC:3.6.1.73	RXN0-5073
GO:0103026	NA	RXN0-5186
GO:0103027	NA	RXN0-5187
GO:0103028	NA	RXN0-5190
GO:0103030	NA	RXN0-5213
GO:0103031	NA	RXN0-5228
GO:0103032	NA	RXN0-5289
GO:0103033	NA	RXN0-5363
GO:0103035	NA	RXN0-5387
GO:0103036	NA	RXN0-5388
GO:0103037	NA	RXN0-5410
GO:0103039	EC:2.8.4.4	RXN0-6366
GO:0103040	NA	RXN0-6371
GO:0103041	NA	RXN0-6385
GO:0103042	NA	RXN0-6563
GO:0103043	EC:3.1.4.55	RXN0-6710
GO:0103044	NA	RXN0-6726
GO:0103045	EC:2.3.1.1	RXN0-6948
GO:0103046	EC:3.4.13.18	RXN0-6981
GO:0103047	EC:3.2.1.86	RXN0-6994
GO:0103048	NA	RXN0-7007
GO:0103050	NA	RXN0-7119
GO:0103054	NA	RXN1F-162
GO:0103055	NA	RXN1F-163
GO:0103056	NA	RXN1F-167
GO:0103057	NA	RXN1F-169
GO:0103058	NA	RXN1F-443
GO:0103059	NA	RXN1F-474
GO:0103060	NA	RXN1F-475
GO:0103061	NA	RXN1G-4141
GO:0103062	NA	RXN1G-4142
GO:0103063	NA	RXN1G-4143
GO:0103064	EC:2.4.1.370	RXN3O-663
GO:0103066	EC:1.1.1.170	RXN66-18
GO:0103067	EC:1.1.1.170	RXN66-23
GO:0103068	EC:2.3.2.2	RXN66-336
GO:0103069	NA	RXN66-356
GO:0103071	NA	RXN66-471
GO:0103072	NA	RXN66-475
GO:0103073	EC:3.5.1.99	RXN6666-2
GO:0103074	EC:1.1.1.361	RXN8J2-136
GO:0103075	EC:1.14.13.168	RXNDQC-2
GO:0103077	NA	RXNQT-4161
GO:0103078	NA	RXNQT-4162
GO:0103079	NA	RXNQT-4163
GO:0103080	NA	RXNQT-4164
GO:0103081	NA	RXNQT-4165
GO:0103082	NA	RXNQT-4166
GO:0103083	NA	RXNQT-4167
GO:0103084	NA	RXNQT-4168
GO:0103085	NA	RXNQT-4169
GO:0103086	NA	RXNQT-4170
GO:0103087	NA	RXNQT-4171
GO:0103088	NA	RXNQT-4172
GO:0103089	NA	RXNQT-4173
GO:0103090	NA	RXNQT-4174
GO:0103091	NA	RXNQT-4175
GO:0103092	NA	RXNQT-4176
GO:0103093	NA	RXNQT-4178
GO:0103096	NA	RXNQT-4309
GO:0103097	NA	RXNQT-4310
GO:0103098	NA	RXNQT-4311
GO:0103099	EC:2.4.1.195	RXNQT-4324
GO:0103100	EC:2.4.1.195	RXNQT-4325
GO:0103101	EC:2.4.1.195	RXNQT-4326
GO:0103102	EC:2.4.1.195	RXNQT-4327
GO:0103103	EC:2.4.1.195	RXNQT-4328
GO:0103104	NA	RXNQT-4331
GO:0103105	NA	RXNQT-4345
GO:0103106	NA	RXNQT-4397
GO:0103107	NA	RXNQT-4398
GO:0103111	EC:2.7.1.69	TRANS-RXN-167A
GO:0103113	NA	TRANS-RXN-220
GO:0103116	EC:7.5.2.9	TRANS-RXN0-491
GO:0103117	EC:3.5.1.108	UDPACYLGLCNACDEACETYL-RXN
GO:0103118	EC:2.3.1.191	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
GO:0106029	EC:5.4.99.45	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
GO:0106223	EC:1.14.14.95	RXN-12449
GO:0106389	NA	RXN-14755
GO:0106408	EC:2.7.7.85	RXN-14338
GO:0106409	EC:3.1.4.59	RXN-19814
GO:0106411	EC:3.1.3.5	XMPXAN-RXN
GO:0120147	EC:1.8.3.7	RXN-16226
GO:0120242	NA	RXN-15123
GO:0120243	NA	RXN-15127
GO:0140078	EC:4.2.99.18	4.2.99.18-RXN
GO:0140111	NA	RXN-16470
GO:0140326	EC:7.6.2.1	3.6.3.1-RXN
GO:0140393	EC:1.1.1.349	RXN-9480
GO:0140395	EC:1.14.14.116	RXN-9482
GO:0140397	EC:3.1.1.94	RXN-9493
GO:0140398	NA	RXN-9495
GO:0140399	EC:1.14.14.117	RXN-9502
GO:0140571	EC:7.2.1.3	1.10.2.1-RXN
GO:0140618	EC:1.16.1.7	FERRIC-CHELATE-REDUCTASE-RXN
GO:0140643	EC:1.1.1.88	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
GO:0140680	EC:1.14.11.27	RXN-8661
GO:0140681	EC:1.14.11.69	RXN-8660
GO:0140690	NA	CPLX0-7788
GO:0140735	NA	PWY-7535
GO:0140741	EC:2.8.1.4	TRNA-S-TRANSFERASE-RXN
GO:1900548	NA	PWY-5874
GO:1902756	NA	PWY-6476
GO:1902758	NA	PWY-5964
GO:1902760	NA	PWY-6476
GO:1990088	EC:2.1.1.246	RXN-8096
GO:1990137	EC:1.11.2.3	RXN-11819
GO:1990411	NA	RXN-14428
GO:0000016	EC:3.2.1.108	LACTASE-RXN
GO:0000025	NA	MALTOSECAT-PWY
GO:0000034	EC:3.5.4.2	ADENINE-DEAMINASE-RXN
GO:0000048	EC:2.3.2.12	PEPTIDYLTRANSFERASE-RXN
GO:0000104	EC:1.3.99.1	SUCC-FUM-OXRED-RXN
GO:0000105	NA	HISTSYN-PWY
GO:0000107	NA	GLUTAMIDOTRANS-RXN
GO:0000121	EC:3.1.3.21	GLYCEROL-1-PHOSPHATASE-RXN
GO:0000140	EC:1.1.1.101	ACYLGLYCERONE-PHOSPHATE-REDUCTASE-RXN
GO:0000162	NA	TRPSYN-PWY
GO:0000210	EC:3.6.1.22	NADPYROPHOSPHAT-RXN
GO:0000213	EC:3.1.27.9	3.1.27.9-RXN
GO:0000215	EC:2.7.1.160	2.7.1.160-RXN
GO:0000224	EC:3.5.1.52	3.5.1.52-RXN
GO:0000225	EC:3.5.1.89	3.1.1.69-RXN
GO:0000234	EC:2.1.1.103	2.1.1.103-RXN
GO:0000246	EC:1.3.1.71	1.3.1.71-RXN
GO:0000250	EC:5.4.99.7	LANOSTEROL-SYNTHASE-RXN
GO:0000253	EC:1.1.1.270	RXN66-319
GO:0000254	EC:1.14.13.72	1.14.13.72-RXN
GO:0000257	EC:3.5.5.1	3.5.5.1-RXN
GO:0000277	EC:2.1.1.59	2.1.1.59-RXN
GO:0000285	EC:2.7.1.150	2.7.1.150-RXN
GO:0000286	EC:1.4.1.1	ALANINE-DEHYDROGENASE-RXN
GO:0000293	EC:1.16.1.7	FERRIC-CHELATE-REDUCTASE-RXN
GO:0000298	EC:3.6.1.10	ENDOPOLYPHOSPHATASE-RXN
GO:0000309	EC:2.7.7.1	2.7.7.1-RXN
GO:0000310	EC:2.4.2.22	XANPRIBOSYLTRAN-RXN
GO:0000334	EC:1.13.11.6	1.13.11.6-RXN
GO:0000721	EC:1.1.1.4	RR-BUTANEDIOL-DEHYDROGENASE-RXN
GO:0000773	EC:2.1.1.71	2.1.1.71-RXN
GO:0000810	EC:3.1.3.81	RXN-11277
GO:0000823	EC:2.7.1.151	2.7.1.151-RXN
GO:0000825	NA	RXN-7184
GO:0000832	EC:2.7.4.21	2.7.1.152-RXN
GO:0000908	EC:1.14.11.17	RXN0-299
GO:0001509	EC:3.4.22.34	3.4.22.34-RXN
GO:0001512	EC:1.10.99.2	1.10.99.2-RXN
GO:0001561	NA	PWY-2501
GO:0001567	EC:1.14.99.38	1.14.99.38-RXN
GO:0001665	EC:2.4.99.3	2.4.99.3-RXN
GO:0001680	EC:2.7.7.72	TRNA-CYTIDYLYLTRANSFERASE-RXN
GO:0001681	EC:3.1.1.53	SIALATE-O-ACETYLESTERASE-RXN
GO:0001716	EC:1.4.3.2	L-AMINO-ACID-OXIDASE-RXN
GO:0001729	EC:2.7.1.138	CERAMIDE-KINASE-RXN
GO:0001730	NA	RXN-10798
GO:0001733	EC:2.8.2.11	GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN
GO:0001735	EC:1.8.3.5	1.8.3.5-RXN
GO:0001758	EC:1.2.1.36	RETINAL-DEHYDROGENASE-RXN
GO:0001760	EC:4.1.1.45	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN
GO:0001888	EC:2.4.1.223	2.4.1.223-RXN
GO:0002083	EC:2.5.1.39	RXN-9230
GO:0002145	NA	RXN0-3543
GO:0003755	EC:5.2.1.8	PEPTIDYLPROLYL-ISOMERASE-RXN
GO:0003756	EC:5.3.4.1	5.3.4.1-RXN
GO:0003796	EC:3.2.1.17	3.2.1.17-RXN
GO:0003802	EC:3.4.21.21	3.4.21.21-RXN
GO:0003803	EC:3.4.21.22	3.4.21.22-RXN
GO:0003804	EC:3.4.21.6	3.4.21.6-RXN
GO:0003805	EC:3.4.21.27	3.4.21.27-RXN
GO:0003806	EC:3.4.21.38	3.4.21.38-RXN
GO:0003807	EC:3.4.21.34	3.4.21.34-RXN
GO:0003808	EC:3.4.21.69	3.4.21.69-RXN
GO:0003809	EC:3.4.21.5	3.4.21.5-RXN
GO:0003810	EC:2.3.2.13	2.3.2.13-RXN
GO:0003812	EC:3.4.21.47	3.4.21.47-RXN
GO:0003813	EC:3.4.21.43	3.4.21.43-RXN
GO:0003815	EC:3.4.21.41	3.4.21.41-RXN
GO:0003816	EC:3.4.21.42	3.4.21.42-RXN
GO:0003817	EC:3.4.21.46	3.4.21.46-RXN
GO:0003818	EC:3.4.21.45	3.4.21.45-RXN
GO:0003825	EC:2.4.1.15	TREHALOSE6PSYN-RXN
GO:0003827	EC:2.4.1.101	2.4.1.101-RXN
GO:0003828	EC:2.4.99.8	2.4.99.8-RXN
GO:0003829	EC:2.4.1.102	2.4.1.102-RXN
GO:0003830	EC:2.4.1.144	2.4.1.144-RXN
GO:0003831	EC:2.4.1.38	2.4.1.38-RXN
GO:0003834	EC:1.14.99.36	BETA-CAROTENE-1515-DIOXYGENASE-RXN
GO:0003835	EC:2.4.99.1	2.4.99.1-RXN
GO:0003836	EC:2.4.99.4	2.4.99.4-RXN
GO:0003837	EC:3.5.1.6	BETA-UREIDOPROPIONASE-RXN
GO:0003838	EC:2.1.1.41	RXN3O-178
GO:0003839	EC:2.3.2.4	GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN
GO:0003840	EC:2.3.2.2	GAMMA-GLUTAMYLTRANSFERASE-RXN
GO:0003841	EC:2.3.1.51	RXN-1623
GO:0003842	EC:1.5.1.12	PYRROLINECARBDEHYDROG-RXN
GO:0003843	EC:2.4.1.34	13-BETA-GLUCAN-SYNTHASE-RXN
GO:0003844	EC:2.4.1.18	GLYCOGEN-BRANCH-RXN
GO:0003845	NA	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN
GO:0003846	EC:2.3.1.22	2-ACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
GO:0003847	EC:3.1.1.47	3.1.1.47-RXN
GO:0003848	EC:2.7.6.3	H2PTERIDINEPYROPHOSPHOKIN-RXN
GO:0003849	EC:2.5.1.54	DAHPSYN-RXN
GO:0003850	EC:3.1.3.68	3.1.3.68-RXN
GO:0003851	EC:2.4.1.45	2.4.1.45-RXN
GO:0003852	EC:2.3.3.13	2-ISOPROPYLMALATESYN-RXN
GO:0003853	EC:1.3.99.12	2-METHYLACYL-COA-DEHYDROGENASE-RXN
GO:0003854	EC:1.1.1.145	1.1.1.145-RXN
GO:0003855	EC:4.2.1.10	3-DEHYDROQUINATE-DEHYDRATASE-RXN
GO:0003856	EC:4.2.3.4	3-DEHYDROQUINATE-SYNTHASE-RXN
GO:0003857	EC:1.1.1.35	OHACYL-COA-DEHYDROG-RXN
GO:0003858	EC:1.1.1.30	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
GO:0003859	EC:4.2.1.55	3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN
GO:0003860	EC:3.1.2.4	3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN
GO:0003861	EC:4.2.1.33	3-ISOPROPYLMALISOM-RXN
GO:0003862	EC:1.1.1.85	3-ISOPROPYLMALDEHYDROG-RXN
GO:0003863	EC:1.2.4.4	1.2.4.4-RXN
GO:0003864	EC:2.1.2.11	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
GO:0003865	EC:1.3.99.5	1.3.99.5-RXN
GO:0003866	EC:2.5.1.19	2.5.1.19-RXN
GO:0003867	EC:2.6.1.19	GABATRANSAM-RXN
GO:0003868	EC:1.13.11.27	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
GO:0003870	EC:2.3.1.37	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
GO:0003871	EC:2.1.1.14	HOMOCYSMET-RXN
GO:0003872	EC:2.7.1.11	6PFRUCTPHOS-RXN
GO:0003873	EC:2.7.1.105	6-PHOSPHOFRUCTO-2-KINASE-RXN
GO:0003874	EC:4.2.3.12	4.2.3.12-RXN
GO:0003875	EC:3.2.2.19	ADP-RIBOSYLARGININE-HYDROLASE-RXN
GO:0003876	EC:3.5.4.6	AMP-DEAMINASE-RXN
GO:0003877	EC:2.7.7.53	ATP-ADENYLYLTRANSFERASE-RXN
GO:0003878	EC:2.3.3.8	PWY-5172
GO:0003879	EC:2.4.2.17	ATPPHOSPHORIBOSYLTRANS-RXN
GO:0003881	EC:2.7.8.11	2.7.8.11-RXN
GO:0003882	EC:2.7.8.8	PHOSPHASERSYN-RXN
GO:0003883	EC:6.3.4.2	CTPSYN-RXN
GO:0003884	EC:1.4.3.3	D-AMINO-ACID-OXIDASE-RXN
GO:0003885	EC:1.1.3.37	1.1.3.37-RXN
GO:0003886	EC:2.1.1.37	2.1.1.73-RXN
GO:0003887	EC:2.7.7.7	DNA-DIRECTED-DNA-POLYMERASE-RXN
GO:0003899	EC:2.7.7.6	DNA-DIRECTED-RNA-POLYMERASE-RXN
GO:0003904	EC:4.1.99.3	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN
GO:0003905	EC:3.2.2.21	3.2.2.21-RXN
GO:0003906	EC:4.2.99.18	4.2.99.18-RXN
GO:0003908	EC:2.1.1.63	2.1.1.63-RXN
GO:0003910	EC:6.5.1.1	DNA-LIGASE-ATP-RXN
GO:0003911	EC:6.5.1.2	DNA-LIGASE-NAD+-RXN
GO:0003912	EC:2.7.7.31	DNA-NUCLEOTIDYLEXOTRANSFERASE-RXN
GO:0003913	NA	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN
GO:0003914	EC:4.1.99.13	RXN-10771
GO:0003916	NA	5.99.1.2-RXN
GO:0003917	EC:5.99.1.2	5.99.1.2-RXN
GO:0003918	EC:5.99.1.3	5.99.1.3-RXN
GO:0003919	EC:2.7.7.2	FADSYN-RXN
GO:0003920	EC:1.7.1.7	GMP-REDUCT-RXN
GO:0003921	EC:6.3.4.1	GMP-SYN-NH3-RXN
GO:0003922	EC:6.3.5.2	GMP-SYN-GLUT-RXN
GO:0003934	EC:3.5.4.16	GTP-CYCLOHYDRO-I-RXN
GO:0003935	EC:3.5.4.25	GTP-CYCLOHYDRO-II-RXN
GO:0003937	EC:3.5.4.10	IMPCYCLOHYDROLASE-RXN
GO:0003938	EC:1.1.1.205	IMP-DEHYDROG-RXN
GO:0003939	EC:1.1.1.14	L-IDITOL-2-DEHYDROGENASE-RXN
GO:0003940	EC:3.2.1.76	3.2.1.76-RXN
GO:0003941	EC:4.3.1.17	4.3.1.17-RXN
GO:0003942	EC:1.2.1.38	N-ACETYLGLUTPREDUCT-RXN
GO:0003943	EC:3.1.6.12	3.1.6.12-RXN
GO:0003944	EC:3.1.4.45	3.1.4.45-RXN
GO:0003945	EC:2.4.1.90	N-ACETYLLACTOSAMINE-SYNTHASE-RXN
GO:0003947	EC:2.4.1.92	2.4.1.92-RXN
GO:0003948	EC:3.5.1.26	3.5.1.26-RXN
GO:0003949	EC:5.3.1.16	PRIBFAICARPISOM-RXN
GO:0003950	EC:2.4.2.30	NAD+-ADP-RIBOSYLTRANSFERASE-RXN
GO:0003951	EC:2.7.1.23	NAD-KIN-RXN
GO:0003952	EC:6.3.5.1	NAD-SYNTH-GLN-RXN
GO:0003953	EC:3.2.2.5	NADNUCLEOSID-RXN
GO:0003954	EC:1.6.99.3	NADH-DEHYDROGENASE-RXN
GO:0003955	EC:1.6.5.2	NQOR-RXN
GO:0003956	EC:2.4.2.31	2.4.2.31-RXN
GO:0003957	EC:1.6.1.1	PYRNUTRANSHYDROGEN-RXN
GO:0003958	EC:1.6.2.4	NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN
GO:0003959	EC:1.6.99.1	NADPH-DEHYDROGENASE-RXN
GO:0003960	EC:1.6.5.5	QOR-RXN
GO:0003961	EC:2.5.1.49	O-ACETYLHOMOSERINE-THIOL-LYASE-RXN
GO:0003962	EC:2.5.1.48	O-SUCCHOMOSERLYASE-RXN
GO:0003963	EC:6.5.1.4	RNA-3-PHOSPHATE-CYCLASE-RXN
GO:0003964	EC:2.7.7.49	RNA-DIRECTED-DNA-POLYMERASE-RXN
GO:0003968	EC:2.7.7.48	RNA-DIRECTED-RNA-POLYMERASE-RXN
GO:0003972	EC:6.5.1.3	RNA-LIGASE-ATP-RXN
GO:0003973	EC:1.1.3.15	S-2-HYDROXY-ACID-OXIDASE-RXN
GO:0003974	EC:5.1.3.7	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN
GO:0003975	EC:2.7.8.15	2.7.8.15-RXN
GO:0003976	EC:2.7.8.17	2.7.8.17-RXN
GO:0003977	EC:2.7.7.23	NAG1P-URIDYLTRANS-RXN
GO:0003978	EC:5.1.3.2	UDPGLUCEPIM-RXN
GO:0003979	EC:1.1.1.22	UGD-RXN
GO:0003983	EC:2.7.7.9	GLUC1PURIDYLTRANS-RXN
GO:0003984	EC:2.2.1.6	ACETOLACTSYN-RXN
GO:0003985	EC:2.3.1.9	ACETYL-COA-ACETYLTRANSFER-RXN
GO:0003986	EC:3.1.2.1	ACETYL-COA-HYDROLASE-RXN
GO:0003987	EC:6.2.1.1	ACETATE--COA-LIGASE-RXN
GO:0003988	EC:2.3.1.16	KETOACYLCOATHIOL-RXN
GO:0003989	EC:6.4.1.2	ACETYL-COA-CARBOXYLTRANSFER-RXN
GO:0003990	EC:3.1.1.7	ACETYLCHOLINESTERASE-RXN
GO:0003991	EC:2.7.2.8	ACETYLGLUTKIN-RXN
GO:0003992	EC:2.6.1.11	ACETYLORNTRANSAM-RXN
GO:0003993	EC:3.1.3.2	ACID-PHOSPHATASE-RXN
GO:0003995	EC:1.3.99.3	LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN
GO:0003997	EC:1.3.3.6	ACYL-COA-OXIDASE-RXN
GO:0003998	EC:3.6.1.7	ACYLPHOSPHATASE-RXN
GO:0003999	EC:2.4.2.7	ADENPRIBOSYLTRAN-RXN
GO:0004000	EC:3.5.4.4	ADENODEAMIN-RXN
GO:0004001	EC:2.7.1.20	ADENOSINE-KINASE-RXN
GO:0004008	EC:3.6.3.4	3.6.3.4-RXN
GO:0004012	EC:3.6.3.1	3.6.3.1-RXN
GO:0004013	EC:3.3.1.1	ADENOSYLHOMOCYSTEINASE-RXN
GO:0004014	EC:4.1.1.50	SAMDECARB-RXN
GO:0004015	EC:2.6.1.62	DAPASYN-RXN
GO:0004016	EC:4.6.1.1	ADENYLATECYC-RXN
GO:0004017	EC:2.7.4.3	ADENYL-KIN-RXN
GO:0004018	EC:4.3.2.2	AMPSYN-RXN
GO:0004019	EC:6.3.4.4	ADENYLOSUCCINATE-SYNTHASE-RXN
GO:0004020	EC:2.7.1.25	ADENYLYLSULFKIN-RXN
GO:0004021	EC:2.6.1.2	ALANINE-AMINOTRANSFERASE-RXN
GO:0004022	EC:1.1.1.1	ALCOHOL-DEHYDROG-GENERIC-RXN
GO:0004026	EC:2.3.1.84	ALCOHOL-O-ACETYLTRANSFERASE-RXN
GO:0004027	EC:2.8.2.2	ALCOHOL-SULFOTRANSFERASE-RXN
GO:0004029	EC:1.2.1.3	ALDHDEHYDROG-RXN
GO:0004030	EC:1.2.1.5	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
GO:0004031	EC:1.2.3.1	ALDEHYDE-OXIDASE-RXN
GO:0004032	EC:1.1.1.21	ALDEHYDE-REDUCTASE-RXN
GO:0004034	EC:5.1.3.3	ALDOSE-1-EPIMERASE-RXN
GO:0004035	EC:3.1.3.1	ALKAPHOSPHA-RXN
GO:0004037	EC:3.5.3.4	ALLANTOICASE-RXN
GO:0004038	EC:3.5.2.5	ALLANTOINASE-RXN
GO:0004039	EC:3.5.1.54	ALLOPHANATE-HYDROLASE-RXN
GO:0004040	EC:3.5.1.4	AMIDASE-RXN
GO:0004042	EC:2.3.1.1	N-ACETYLTRANSFER-RXN
GO:0004043	EC:1.2.1.31	1.2.1.31-RXN
GO:0004044	EC:2.4.2.14	PRPPAMIDOTRANS-RXN
GO:0004045	EC:3.1.1.29	AMINOCYL-TRNA-HYDROLASE-RXN
GO:0004046	EC:3.5.1.14	AMINOACYLASE-RXN
GO:0004047	EC:2.1.2.10	GCVT-RXN
GO:0004048	EC:2.4.2.18	PRTRANS-RXN
GO:0004049	EC:4.1.3.27	ANTHRANSYN-RXN
GO:0004051	EC:1.13.11.34	ARACHIDONATE-5-LIPOXYGENASE-RXN
GO:0004052	EC:1.13.11.31	ARACHIDONATE-12-LIPOXYGENASE-RXN
GO:0004053	EC:3.5.3.1	ARGINASE-RXN
GO:0004054	EC:2.7.3.3	ARGININE-KINASE-RXN
GO:0004055	EC:6.3.4.5	ARGSUCCINSYN-RXN
GO:0004056	EC:4.3.2.1	ARGSUCCINLYA-RXN
GO:0004057	EC:2.3.2.8	ARGINYLTRANSFERASE-RXN
GO:0004058	EC:4.1.1.28	AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN
GO:0004059	EC:2.3.1.87	ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN
GO:0004060	EC:2.3.1.5	ARYLAMINE-N-ACETYLTRANSFERASE-RXN
GO:0004061	EC:3.5.1.9	ARYLFORMAMIDASE-RXN
GO:0004062	EC:2.8.2.1	ARYL-SULFOTRANSFERASE-RXN
GO:0004063	EC:3.1.8.1	ARYLDIALKYLPHOSPHATASE-RXN
GO:0004064	EC:3.1.1.2	ARYLESTERASE-RXN
GO:0004065	EC:3.1.6.1	ARYLSULFAT-RXN
GO:0004066	EC:6.3.5.4	ASNSYNB-RXN
GO:0004067	EC:3.5.1.1	ASPARAGHYD-RXN
GO:0004068	EC:4.1.1.11	PWY-5155
GO:0004069	EC:2.6.1.1	ASPAMINOTRANS-RXN
GO:0004070	EC:2.1.3.2	ASPCARBTRANS-RXN
GO:0004071	EC:6.3.1.1	ASNSYNA-RXN
GO:0004072	EC:2.7.2.4	ASPARTATEKIN-RXN
GO:0004073	EC:1.2.1.11	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
GO:0004074	EC:1.3.1.24	BILIVERDIN-REDUCTASE-RXN
GO:0004075	EC:6.3.4.14	BIOTIN-CARBOXYL-RXN
GO:0004076	EC:2.8.1.6	2.8.1.6-RXN
GO:0004077	EC:6.3.4.15	BIOTINLIG-RXN
GO:0004078	EC:6.3.4.11	6.3.4.11-RXN
GO:0004079	EC:6.3.4.9	6.3.4.9-RXN
GO:0004080	EC:6.3.4.10	6.3.4.10-RXN
GO:0004081	EC:3.6.1.17	3.6.1.17-RXN
GO:0004082	EC:5.4.2.4	BISPHOSPHOGLYCERATE-MUTASE-RXN
GO:0004083	EC:3.1.3.13	BISPHOSPHOGLYCERATE-PHOSPHATASE-RXN
GO:0004085	EC:1.3.8.1	BUTYRYL-COA-DEHYDROGENASE-RXN
GO:0004087	EC:6.3.4.16	6.3.4.16-RXN
GO:0004088	EC:6.3.5.5	CARBPSYN-RXN
GO:0004089	EC:4.2.1.1	CARBODEHYDRAT-RXN
GO:0004090	EC:1.1.1.184	CARBONYL-REDUCTASE-NADPH-RXN
GO:0004092	EC:2.3.1.7	CARNITINE-O-ACETYLTRANSFERASE-RXN
GO:0004095	EC:2.3.1.21	CARNITINE-O-PALMITOYLTRANSFERASE-RXN
GO:0004096	EC:1.11.1.6	CATAL-RXN
GO:0004097	EC:1.10.3.1	CATECHOL-OXIDASE-RXN
GO:0004098	EC:3.1.6.8	CEREBROSIDE-SULFATASE-RXN
GO:0004099	EC:3.5.1.41	CHITIN-DEACETYLASE-RXN
GO:0004100	EC:2.4.1.16	CHITIN-SYNTHASE-RXN
GO:0004102	EC:2.3.1.6	CHOLINE-O-ACETYLTRANSFERASE-RXN
GO:0004103	EC:2.7.1.32	CHOLINE-KINASE-RXN
GO:0004104	EC:3.1.1.8	CHOLINESTERASE-RXN
GO:0004105	EC:2.7.7.15	2.7.7.15-RXN
GO:0004106	EC:5.4.99.5	CHORISMATEMUT-RXN
GO:0004107	EC:4.2.3.5	CHORISMATE-SYNTHASE-RXN
GO:0004108	EC:2.3.3.1	CITSYN-RXN
GO:0004109	EC:1.3.3.3	RXN0-1461
GO:0004110	EC:5.3.1.21	CORTICOSTEROID-SIDE-CHAIN-ISOMERASE-RXN
GO:0004111	EC:2.7.3.2	CREATINE-KINASE-RXN
GO:0004113	EC:3.1.4.37	3.1.4.37-RXN
GO:0004114	EC:3.1.4.17	3.1.4.17-RXN
GO:0004115	NA	RXN0-5038
GO:0004121	EC:4.4.1.8	CYSTATHIONINE-BETA-LYASE-RXN
GO:0004122	EC:4.2.1.22	CYSTATHIONINE-BETA-SYNTHASE-RXN
GO:0004123	EC:4.4.1.1	CYSTAGLY-RXN
GO:0004124	EC:2.5.1.47	ACSERLY-RXN
GO:0004125	EC:2.9.1.1	2.9.1.1-RXN
GO:0004126	EC:3.5.4.5	CYTIDEAM2-RXN
GO:0004127	EC:2.7.4.14	CMPKI-RXN
GO:0004128	EC:1.6.2.2	CYTOCHROME-B5-REDUCTASE-RXN
GO:0004129	EC:1.9.3.1	CYTOCHROME-C-OXIDASE-RXN
GO:0004130	EC:1.11.1.5	CYTOCHROME-C-PEROXIDASE-RXN
GO:0004131	EC:3.5.4.1	CYTDEAM-RXN
GO:0004132	EC:3.5.4.12	DCMP-DEAMINASE-RXN
GO:0004134	EC:2.4.1.25	RXN-9023
GO:0004135	EC:3.2.1.33	3.2.1.33-RXN
GO:0004136	EC:2.7.1.76	DEOXYADENOSINE-KINASE-RXN
GO:0004137	EC:2.7.1.74	DEOXYCYTIDINE-KINASE-RXN
GO:0004138	EC:2.7.1.113	DEOXYGUANOSINE-KINASE-RXN
GO:0004139	EC:4.1.2.4	DEOXYRIBOSE-P-ALD-RXN
GO:0004140	EC:2.7.1.24	DEPHOSPHOCOAKIN-RXN
GO:0004141	EC:6.3.3.3	DETHIOBIOTIN-SYN-RXN
GO:0004142	EC:2.7.8.2	RXN-5781
GO:0004143	EC:2.7.1.107	DIACYLGLYKIN-RXN
GO:0004144	EC:2.3.1.20	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
GO:0004145	EC:2.3.1.57	DIAMACTRANS-RXN
GO:0004146	EC:1.5.1.3	DIHYDROFOLATEREDUCT-RXN
GO:0004148	EC:1.8.1.4	DIHYDLIPOXN-RXN
GO:0004150	EC:4.1.2.25	H2NEOPTERINALDOL-RXN
GO:0004151	EC:3.5.2.3	DIHYDROOROT-RXN
GO:0004152	EC:1.3.5.2	DIHYDROOROTATE-DEHYDROGENASE-RXN
GO:0004155	EC:1.5.1.34	1.5.1.34-RXN
GO:0004156	EC:2.5.1.15	H2PTEROATESYNTH-RXN
GO:0004157	EC:3.5.2.2	DIHYDROPYRIMIDINASE-RXN
GO:0004159	EC:1.3.1.1	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
GO:0004160	EC:4.2.1.9	DIHYDROXYISOVALDEHYDRAT-RXN
